tournament,city,country,date,tournament_type,discipline,round,winner,nb_sets,retired,game_1_score,game_2_score,game_3_score,team_one_players,team_two_players,team_one_nationalities,team_two_nationalities,team_one_total_points,team_two_total_points,team_one_most_consecutive_points,team_two_most_consecutive_points,team_one_game_points,team_two_game_points,team_one_most_consecutive_points_game_1,team_two_most_consecutive_points_game_1,team_one_game_points_game_1,team_two_game_points_game_1,game_1_scores,team_one_most_consecutive_points_game_2,team_two_most_consecutive_points_game_2,team_one_game_points_game_2,team_two_game_points_game_2,game_2_scores,team_one_most_consecutive_points_game_3,team_two_most_consecutive_points_game_3,team_one_game_points_game_3,team_two_game_points_game_3,game_3_scores
GWANGJU Korea Masters 2018,Gwangju,Korea,None,HSBC BWF World Tour Super 300,MS,Round of 32,2,3,False,None,None,None,Junpeng Zhao,Chia Hung Lu,CHN,TPE,44,56,4,8,1,2,4,4,1,0,"['0-0', '0-1', '0-2', '1-2', '1-3', '2-3', '3-3', '3-4', '4-4', '5-4', '5-5', '5-6', '5-7', '5-8', '6-8', '7-8', '7-9', '8-9', '9-9', '10-9', '11-9', '11-10', '11-11', '12-11', '13-11', '14-11', '15-11', '15-12', '16-12', '17-12', '17-13', '18-13', '19-13', '19-14', '20-14', '21-14']",4.0,4.0,0.0,1.0,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '1-5', '2-5', '3-5', '4-5', '4-6', '4-7', '5-7', '6-7', '7-7', '8-7', '8-8', '9-8', '9-9', '10-9', '10-10', '10-11', '11-11', '11-12', '11-13', '11-14', '12-14', '12-15', '12-16', '13-16', '13-17', '14-17', '14-18', '14-19', '14-20', '14-21']",2.0,6.0,0.0,1.0,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '1-5', '2-5', '2-6', '3-6', '3-7', '4-7', '5-7', '5-8', '5-9', '5-10', '6-10', '6-11', '6-12', '6-13', '6-14', '6-15', '6-16', '7-16', '8-16', '8-17', '8-18', '9-18', '9-19', '9-20', '9-21']"
GWANGJU Korea Masters 2018,Gwangju,Korea,None,HSBC BWF World Tour Super 300,MS,Round of 32,1,2,False,None,None,None,Tanongsak Saensomboonsuk,En Chia Chang,THA,TPE,42,34,5,5,5,0,4,5,2,0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '4-2', '4-3', '5-3', '6-3', '7-3', '7-4', '8-4', '8-5', '8-6', '8-7', '8-8', '8-9', '9-9', '9-10', '10-10', '10-11', '11-11', '12-11', '13-11', '14-11', '14-12', '14-13', '15-13', '15-14', '16-14', '17-14', '18-14', '18-15', '18-16', '19-16', '19-17', '20-17', '20-18', '21-18']",4.0,3.0,3.0,0.0,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '5-1', '5-2', '5-3', '6-3', '6-4', '7-4', '8-4', '8-5', '8-6', '8-7', '9-7', '9-8', '10-8', '10-9', '10-10', '11-10', '11-11', '12-11', '13-11', '14-11', '15-11', '15-12', '16-12', '17-12', '17-13', '17-14', '18-14', '19-14', '20-14', '20-15', '20-16', '21-16']",None,None,None,None,[]
GWANGJU Korea Masters 2018,Gwangju,Korea,None,HSBC BWF World Tour Super 300,MS,Round of 32,2,2,False,None,None,None,Suppanyu Avihingsanon,Cheuk Yiu Lee,THA,HKG,32,42,6,4,0,5,6,4,0,4,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '3-3', '4-3', '5-3', '6-3', '7-3', '8-3', '9-3', '9-4', '9-5', '9-6', '9-7', '10-7', '11-7', '12-7', '12-8', '12-9', '12-10', '13-10', '13-11', '13-12', '13-13', '13-14', '14-14', '14-15', '15-15', '15-16', '15-17', '15-18', '16-18', '16-19', '16-20', '17-20', '18-20', '19-20', '19-21']",3.0,3.0,0.0,1.0,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '1-5', '2-5', '3-5', '3-6', '3-7', '4-7', '4-8', '4-9', '5-9', '6-9', '6-10', '6-11', '7-11', '8-11', '9-11', '9-12', '9-13', '9-14', '10-14', '10-15', '10-16', '10-17', '11-17', '12-17', '12-18', '12-19', '13-19', '13-20', '13-21']",None,None,None,None,[]
GWANGJU Korea Masters 2018,Gwangju,Korea,None,HSBC BWF World Tour Super 300,MS,Round of 32,1,2,False,None,None,None,Zii Jia Lee,Yu Hsien Lin,MAS,TPE,45,41,5,5,4,2,5,5,3,0,"['0-0', '1-0', '2-0', '3-0', '3-1', '3-2', '3-3', '3-4', '3-5', '4-5', '5-5', '6-5', '7-5', '7-6', '8-6', '8-7', '8-8', '8-9', '9-9', '10-9', '10-10', '11-10', '12-10', '12-11', '12-12', '12-13', '12-14', '13-14', '14-14', '15-14', '16-14', '17-14', '17-15', '17-16', '17-17', '17-18', '17-19', '18-19', '19-19', '20-19', '20-20', '21-20', '21-21', '22-21', '23-21']",5.0,5.0,1.0,2.0,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '1-5', '2-5', '3-5', '3-6', '4-6', '4-7', '5-7', '5-8', '6-8', '7-8', '8-8', '8-9', '9-9', '9-10', '9-11', '9-12', '9-13', '10-13', '11-13', '12-13', '13-13', '14-13', '14-14', '14-15', '15-15', '16-15', '17-15', '18-15', '18-16', '18-17', '18-18', '18-19', '18-20', '19-20', '20-20', '21-20', '22-20']",None,None,None,None,[]
GWANGJU Korea Masters 2018,Gwangju,Korea,None,HSBC BWF World Tour Super 300,MS,Round of 32,1,3,False,None,None,None,Shesar Hiren Rhustavito,Zeqi Zhou,INA,CHN,58,50,10,8,6,1,10,4,2,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '6-0', '7-0', '8-0', '9-0', '10-0', '10-1', '10-2', '10-3', '11-3', '12-3', '12-4', '12-5', '13-5', '14-5', '15-5', '15-6', '15-7', '15-8', '15-9', '16-9', '17-9', '17-10', '18-10', '18-11', '19-11', '20-11', '20-12', '21-12']",2.0,5.0,0.0,1.0,"['0-0', '1-0', '2-0', '2-1', '2-2', '2-3', '3-3', '3-4', '3-5', '4-5', '5-5', '5-6', '6-6', '6-7', '7-7', '8-7', '8-8', '8-9', '9-9', '9-10', '10-10', '10-11', '11-11', '12-11', '12-12', '12-13', '12-14', '12-15', '12-16', '13-16', '14-16', '14-17', '14-18', '14-19', '15-19', '16-19', '16-20', '16-21']",6.0,8.0,4.0,0.0,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '1-5', '1-6', '1-7', '1-8', '2-8', '3-8', '4-8', '5-8', '6-8', '7-8', '7-9', '7-10', '8-10', '9-10', '9-11', '10-11', '11-11', '12-11', '13-11', '14-11', '15-11', '15-12', '16-12', '16-13', '17-13', '18-13', '19-13', '19-14', '20-14', '20-15', '20-16', '20-17', '21-17']"
GWANGJU Korea Masters 2018,Gwangju,Korea,None,HSBC BWF World Tour Super 300,MS,Round of 32,2,2,False,None,None,None,Kwang Hee Heo,Chico Aura Dwi Wardoyo,KOR,INA,27,42,3,5,0,3,3,4,0,1,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '4-2', '4-3', '4-4', '4-5', '5-5', '5-6', '5-7', '5-8', '5-9', '6-9', '6-10', '7-10', '8-10', '9-10', '9-11', '9-12', '9-13', '10-13', '11-13', '11-14', '11-15', '12-15', '13-15', '13-16', '13-17', '13-18', '14-18', '14-19', '15-19', '15-20', '15-21']",3.0,5.0,0.0,2.0,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '3-3', '3-4', '3-5', '3-6', '3-7', '3-8', '4-8', '5-8', '6-8', '6-9', '6-10', '7-10', '7-11', '8-11', '8-12', '9-12', '10-12', '10-13', '10-14', '10-15', '11-15', '11-16', '11-17', '11-18', '11-19', '11-20', '12-20', '12-21']",None,None,None,None,[]
GWANGJU Korea Masters 2018,Gwangju,Korea,None,HSBC BWF World Tour Super 300,MS,Round of 32,1,3,False,None,None,None,Chih Chieh Yang,Milan Ludik,TPE,CZE,60,50,5,6,4,3,3,6,0,3,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '1-5', '1-6', '2-6', '3-6', '3-7', '4-7', '5-7', '6-7', '6-8', '6-9', '7-9', '8-9', '8-10', '9-10', '10-10', '10-11', '11-11', '11-12', '12-12', '13-12', '14-12', '14-13', '15-13', '15-14', '16-14', '16-15', '16-16', '16-17', '16-18', '16-19', '16-20', '17-20', '18-20', '18-21']",4.0,5.0,2.0,0.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '5-1', '6-1', '6-2', '7-2', '7-3', '8-3', '9-3', '9-4', '9-5', '10-5', '11-5', '12-5', '13-5', '13-6', '13-7', '14-7', '14-8', '14-9', '15-9', '15-10', '15-11', '15-12', '15-13', '15-14', '16-14', '17-14', '18-14', '18-15', '19-15', '20-15', '20-16', '21-16']",5.0,3.0,2.0,0.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '4-2', '4-3', '5-3', '6-3', '7-3', '8-3', '9-3', '9-4', '10-4', '11-4', '12-4', '13-4', '13-5', '14-5', '15-5', '15-6', '16-6', '16-7', '16-8', '16-9', '17-9', '18-9', '18-10', '18-11', '19-11', '19-12', '20-12', '20-13', '21-13']"
GWANGJU Korea Masters 2018,Gwangju,Korea,None,HSBC BWF World Tour Super 300,MS,Round of 32,1,3,False,None,None,None,Joo Ven Soong,Young Woong Ha,MAS,KOR,60,47,5,5,3,1,4,4,0,1,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '2-4', '2-5', '3-5', '4-5', '4-6', '5-6', '6-6', '7-6', '8-6', '8-7', '8-8', '8-9', '9-9', '9-10', '10-10', '10-11', '11-11', '12-11', '12-12', '13-12', '14-12', '14-13', '15-13', '16-13', '16-14', '17-14', '17-15', '17-16', '17-17', '17-18', '18-18', '18-19', '18-20', '18-21']",5.0,2.0,2.0,0.0,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2', '3-3', '3-4', '4-4', '5-4', '6-4', '7-4', '8-4', '8-5', '9-5', '9-6', '10-6', '11-6', '12-6', '12-7', '13-7', '13-8', '14-8', '14-9', '15-9', '15-10', '16-10', '17-10', '17-11', '18-11', '19-11', '20-11', '20-12', '21-12']",5.0,3.0,1.0,0.0,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '4-2', '5-2', '6-2', '7-2', '7-3', '7-4', '8-4', '9-4', '10-4', '11-4', '12-4', '12-5', '13-5', '13-6', '14-6', '15-6', '15-7', '15-8', '15-9', '16-9', '16-10', '16-11', '17-11', '17-12', '17-13', '17-14', '18-14', '19-14', '20-14', '21-14']"
GWANGJU Korea Masters 2018,Gwangju,Korea,None,HSBC BWF World Tour Super 300,MS,Round of 32,2,2,False,None,None,None,Jen Hao Hsu,Khosit Phetpradab,TPE,THA,24,42,4,7,0,2,4,4,0,1,"['0-0', '0-1', '0-2', '1-2', '1-3', '2-3', '3-3', '4-3', '5-3', '5-4', '6-4', '7-4', '8-4', '9-4', '9-5', '9-6', '9-7', '10-7', '10-8', '10-9', '10-10', '10-11', '11-11', '11-12', '11-13', '12-13', '12-14', '13-14', '13-15', '13-16', '14-16', '14-17', '14-18', '15-18', '15-19', '15-20', '15-21']",2.0,7.0,0.0,1.0,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '2-4', '2-5', '3-5', '4-5', '4-6', '5-6', '5-7', '6-7', '6-8', '7-8', '7-9', '7-10', '8-10', '8-11', '8-12', '8-13', '8-14', '8-15', '8-16', '8-17', '9-17', '9-18', '9-19', '9-20', '9-21']",None,None,None,None,[]
GWANGJU Korea Masters 2018,Gwangju,Korea,None,HSBC BWF World Tour Super 300,MS,Round of 32,1,3,False,None,None,None,Sitthikom Thammasin,Firman Abdul Kholik,THA,INA,55,49,5,7,3,2,5,3,1,0,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2', '4-2', '5-2', '5-3', '6-3', '6-4', '7-4', '7-5', '8-5', '8-6', '8-7', '9-7', '10-7', '10-8', '11-8', '11-9', '12-9', '12-10', '13-10', '13-11', '14-11', '15-11', '15-12', '15-13', '15-14', '16-14', '17-14', '18-14', '18-15', '19-15', '19-16', '20-16', '21-16']",3.0,7.0,0.0,2.0,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '4-2', '4-3', '5-3', '5-4', '5-5', '5-6', '5-7', '5-8', '5-9', '5-10', '6-10', '6-11', '6-12', '6-13', '6-14', '7-14', '7-15', '8-15', '9-15', '9-16', '10-16', '10-17', '11-17', '11-18', '11-19', '12-19', '12-20', '13-20', '13-21']",5.0,2.0,2.0,0.0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '5-1', '5-2', '6-2', '6-3', '7-3', '8-3', '8-4', '8-5', '9-5', '10-5', '10-6', '11-6', '11-7', '12-7', '13-7', '13-8', '14-8', '15-8', '15-9', '15-10', '16-10', '17-10', '18-10', '19-10', '19-11', '20-11', '20-12', '21-12']"
GWANGJU Korea Masters 2018,Gwangju,Korea,None,HSBC BWF World Tour Super 300,MS,Round of 32,1,2,False,None,None,None,Misha Zilberman,Xiaodong Sheng,ISR,CAN,43,38,6,5,3,1,6,3,2,0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '4-2', '4-3', '5-3', '5-4', '5-5', '6-5', '6-6', '6-7', '6-8', '7-8', '7-9', '8-9', '8-10', '8-11', '9-11', '9-12', '9-13', '10-13', '10-14', '11-14', '12-14', '13-14', '13-15', '13-16', '14-16', '15-16', '16-16', '17-16', '18-16', '19-16', '19-17', '20-17', '20-18', '21-18']",3.0,5.0,1.0,1.0,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '2-4', '2-5', '2-6', '2-7', '3-7', '3-8', '4-8', '4-9', '5-9', '6-9', '7-9', '7-10', '7-11', '8-11', '8-12', '9-12', '10-12', '11-12', '11-13', '12-13', '12-14', '12-15', '12-16', '13-16', '13-17', '14-17', '15-17', '16-17', '16-18', '16-19', '17-19', '18-19', '19-19', '19-20', '20-20', '21-20', '22-20']",None,None,None,None,[]
GWANGJU Korea Masters 2018,Gwangju,Korea,None,HSBC BWF World Tour Super 300,MS,Round of 16,1,2,False,None,None,None,Cheuk Yiu Lee,Tanongsak Saensomboonsuk,HKG,THA,42,30,6,3,2,0,5,3,1,0,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '3-3', '3-4', '4-4', '5-4', '6-4', '7-4', '8-4', '8-5', '9-5', '9-6', '10-6', '10-7', '11-7', '11-8', '12-8', '13-8', '13-9', '14-9', '15-9', '16-9', '16-10', '16-11', '16-12', '17-12', '18-12', '19-12', '20-12', '21-12']",5.0,3.0,1.0,0.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '3-3', '3-4', '4-4', '4-5', '4-6', '5-6', '5-7', '5-8', '6-8', '6-9', '6-10', '7-10', '8-10', '9-10', '10-10', '11-10', '11-11', '12-11', '12-12', '13-12', '13-13', '13-14', '14-14', '14-15', '14-16', '15-16', '16-16', '16-17', '16-18', '17-18', '18-18', '19-18', '20-18', '21-18']",None,None,None,None,[]
GWANGJU Korea Masters 2018,Gwangju,Korea,None,HSBC BWF World Tour Super 300,MS,Round of 16,2,2,False,None,None,None,Eetu Heino,Chia Hung Lu,FIN,TPE,33,42,4,5,0,6,4,5,0,1,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '4-2', '4-3', '4-4', '5-4', '5-5', '6-5', '6-6', '6-7', '6-8', '6-9', '6-10', '7-10', '8-10', '9-10', '9-11', '9-12', '10-12', '10-13', '11-13', '11-14', '12-14', '13-14', '14-14', '14-15', '15-15', '16-15', '16-16', '16-17', '16-18', '17-18', '17-19', '17-20', '17-21']",4.0,4.0,0.0,5.0,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '3-3', '3-4', '4-4', '4-5', '5-5', '5-6', '5-7', '5-8', '5-9', '6-9', '6-10', '6-11', '6-12', '7-12', '7-13', '8-13', '9-13', '10-13', '10-14', '10-15', '10-16', '11-16', '12-16', '12-17', '12-18', '12-19', '12-20', '13-20', '14-20', '15-20', '16-20', '16-21']",None,None,None,None,[]
GWANGJU Korea Masters 2018,Gwangju,Korea,None,HSBC BWF World Tour Super 300,MS,Round of 16,2,2,False,None,None,None,Dong Keun Lee,Ihsan Maulana Mustofa,KOR,INA,33,42,7,7,0,7,4,5,0,1,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '1-5', '2-5', '3-5', '4-5', '5-5', '5-6', '5-7', '6-7', '6-8', '6-9', '6-10', '7-10', '7-11', '8-11', '8-12', '9-12', '9-13', '9-14', '10-14', '11-14', '12-14', '13-14', '13-15', '13-16', '14-16', '15-16', '15-17', '15-18', '15-19', '15-20', '15-21']",7.0,5.0,0.0,6.0,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '2-4', '3-4', '4-4', '5-4', '6-4', '7-4', '8-4', '8-5', '8-6', '8-7', '8-8', '8-9', '9-9', '9-10', '10-10', '10-11', '11-11', '11-12', '11-13', '11-14', '12-14', '12-15', '13-15', '13-16', '13-17', '13-18', '13-19', '13-20', '14-20', '15-20', '16-20', '17-20', '18-20', '18-21']",None,None,None,None,[]
GWANGJU Korea Masters 2018,Gwangju,Korea,None,HSBC BWF World Tour Super 300,MS,Round of 16,1,2,False,None,None,None,Shesar Hiren Rhustavito,Chico Aura Dwi Wardoyo,INA,INA,42,33,7,7,3,0,6,7,1,0,"['0-0', '1-0', '2-0', '2-1', '2-2', '2-3', '2-4', '2-5', '3-5', '3-6', '3-7', '3-8', '3-9', '3-10', '3-11', '3-12', '4-12', '5-12', '6-12', '6-13', '6-14', '7-14', '7-15', '8-15', '9-15', '10-15', '10-16', '10-17', '11-17', '12-17', '13-17', '14-17', '15-17', '16-17', '16-18', '17-18', '18-18', '18-19', '19-19', '20-19', '21-19']",7.0,3.0,2.0,0.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '5-2', '6-2', '6-3', '6-4', '6-5', '7-5', '7-6', '7-7', '8-7', '9-7', '9-8', '10-8', '11-8', '12-8', '12-9', '12-10', '12-11', '13-11', '13-12', '13-13', '14-13', '15-13', '16-13', '17-13', '18-13', '19-13', '20-13', '20-14', '21-14']",None,None,None,None,[]
GWANGJU Korea Masters 2018,Gwangju,Korea,None,HSBC BWF World Tour Super 300,MS,Round of 16,1,2,False,None,None,None,Joo Ven Soong,Khosit Phetpradab,MAS,THA,42,22,5,4,2,0,4,2,1,0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '3-3', '4-3', '5-3', '5-4', '6-4', '7-4', '8-4', '8-5', '9-5', '9-6', '10-6', '11-6', '11-7', '12-7', '13-7', '14-7', '14-8', '15-8', '16-8', '17-8', '18-8', '18-9', '19-9', '19-10', '19-11', '20-11', '21-11']",5.0,4.0,1.0,0.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '4-2', '4-3', '5-3', '6-3', '7-3', '8-3', '8-4', '8-5', '9-5', '10-5', '11-5', '12-5', '12-6', '12-7', '12-8', '12-9', '13-9', '13-10', '14-10', '15-10', '16-10', '17-10', '18-10', '18-11', '19-11', '20-11', '21-11']",None,None,None,None,[]
GWANGJU Korea Masters 2018,Gwangju,Korea,None,HSBC BWF World Tour Super 300,MS,Round of 16,1,3,False,None,None,None,Wan Ho Son,Pengbo Ren,KOR,CHN,61,55,8,6,4,1,7,6,1,0,"['0-0', '0-1', '1-1', '2-1', '3-1', '4-1', '4-2', '5-2', '6-2', '6-3', '7-3', '7-4', '7-5', '8-5', '9-5', '9-6', '9-7', '9-8', '9-9', '9-10', '9-11', '10-11', '11-11', '11-12', '12-12', '12-13', '12-14', '13-14', '13-15', '14-15', '14-16', '14-17', '14-18', '15-18', '16-18', '17-18', '18-18', '19-18', '20-18', '21-18']",5.0,4.0,0.0,1.0,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '2-4', '2-5', '2-6', '3-6', '3-7', '3-8', '3-9', '4-9', '5-9', '5-10', '5-11', '6-11', '6-12', '6-13', '6-14', '7-14', '8-14', '9-14', '9-15', '10-15', '10-16', '10-17', '11-17', '12-17', '13-17', '14-17', '15-17', '15-18', '15-19', '16-19', '17-19', '18-19', '19-19', '19-20', '19-21']",5.0,3.0,3.0,0.0,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '3-3', '3-4', '4-4', '5-4', '6-4', '6-5', '7-5', '8-5', '9-5', '10-5', '11-5', '11-6', '11-7', '11-8', '12-8', '12-9', '13-9', '13-10', '14-10', '15-10', '16-10', '16-11', '17-11', '17-12', '18-12', '19-12', '19-13', '19-14', '20-14', '20-15', '20-16', '21-16']"
GWANGJU Korea Masters 2018,Gwangju,Korea,None,HSBC BWF World Tour Super 300,MS,Round of 16,1,3,False,None,None,None,Sitthikom Thammasin,Misha Zilberman,THA,ISR,59,44,6,5,2,3,6,2,1,0,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '5-1', '6-1', '7-1', '7-2', '7-3', '8-3', '8-4', '9-4', '10-4', '11-4', '12-4', '13-4', '14-4', '14-5', '14-6', '15-6', '15-7', '15-8', '16-8', '17-8', '17-9', '18-9', '19-9', '19-10', '20-10', '21-10']",3.0,5.0,0.0,3.0,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '2-4', '3-4', '4-4', '4-5', '4-6', '5-6', '5-7', '6-7', '6-8', '7-8', '7-9', '8-9', '9-9', '10-9', '10-10', '11-10', '11-11', '11-12', '11-13', '11-14', '11-15', '12-15', '12-16', '12-17', '12-18', '13-18', '14-18', '14-19', '15-19', '15-20', '16-20', '17-20', '17-21']",6.0,4.0,1.0,0.0,"['0-0', '0-1', '0-2', '1-2', '1-3', '2-3', '2-4', '2-5', '2-6', '2-7', '3-7', '4-7', '4-8', '4-9', '5-9', '6-9', '7-9', '8-9', '9-9', '10-9', '10-10', '11-10', '11-11', '12-11', '13-11', '14-11', '15-11', '15-12', '16-12', '16-13', '17-13', '18-13', '19-13', '20-13', '21-13']"
GWANGJU Korea Masters 2018,Gwangju,Korea,None,HSBC BWF World Tour Super 300,MS,Round of 16,1,2,False,None,None,None,Zii Jia Lee,Chih Chieh Yang,MAS,TPE,42,33,7,4,2,0,6,4,1,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '3-3', '3-4', '3-5', '4-5', '5-5', '6-5', '7-5', '7-6', '7-7', '7-8', '8-8', '9-8', '9-9', '9-10', '9-11', '9-12', '10-12', '11-12', '12-12', '13-12', '14-12', '15-12', '15-13', '16-13', '17-13', '17-14', '18-14', '18-15', '18-16', '19-16', '19-17', '19-18', '20-18', '21-18']",7.0,3.0,1.0,0.0,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '2-4', '2-5', '3-5', '4-5', '5-5', '6-5', '7-5', '8-5', '9-5', '9-6', '9-7', '10-7', '10-8', '10-9', '11-9', '11-10', '11-11', '12-11', '12-12', '13-12', '14-12', '15-12', '16-12', '16-13', '17-13', '17-14', '18-14', '19-14', '19-15', '20-15', '21-15']",None,None,None,None,[]
GWANGJU Korea Masters 2018,Gwangju,Korea,None,HSBC BWF World Tour Super 300,MS,Quarter final,1,3,False,None,None,None,Wan Ho Son,Ihsan Maulana Mustofa,KOR,INA,58,51,7,5,3,1,4,5,0,1,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '1-5', '2-5', '2-6', '3-6', '4-6', '4-7', '5-7', '5-8', '6-8', '6-9', '6-10', '6-11', '7-11', '7-12', '8-12', '9-12', '10-12', '10-13', '11-13', '11-14', '12-14', '12-15', '12-16', '12-17', '13-17', '14-17', '15-17', '16-17', '16-18', '16-19', '16-20', '16-21']",5.0,5.0,2.0,0.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '4-1', '4-2', '5-2', '5-3', '5-4', '6-4', '7-4', '7-5', '8-5', '8-6', '8-7', '8-8', '8-9', '8-10', '9-10', '9-11', '9-12', '9-13', '10-13', '11-13', '12-13', '12-14', '13-14', '14-14', '15-14', '16-14', '17-14', '17-15', '18-15', '19-15', '19-16', '20-16', '20-17', '21-17']",7.0,3.0,1.0,0.0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '4-2', '4-3', '5-3', '6-3', '6-4', '7-4', '7-5', '8-5', '9-5', '9-6', '10-6', '10-7', '10-8', '10-9', '11-9', '11-10', '12-10', '12-11', '13-11', '14-11', '15-11', '16-11', '17-11', '18-11', '19-11', '19-12', '19-13', '20-13', '21-13']"
GWANGJU Korea Masters 2018,Gwangju,Korea,None,HSBC BWF World Tour Super 300,MS,Quarter final,1,2,False,None,None,None,Zii Jia Lee,Shesar Hiren Rhustavito,MAS,INA,42,27,8,4,3,0,6,4,2,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '6-0', '6-1', '7-1', '7-2', '8-2', '8-3', '9-3', '9-4', '10-4', '11-4', '12-4', '12-5', '12-6', '12-7', '12-8', '13-8', '14-8', '14-9', '14-10', '14-11', '14-12', '15-12', '16-12', '17-12', '17-13', '18-13', '19-13', '20-13', '20-14', '21-14']",8.0,3.0,1.0,0.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '3-3', '4-3', '4-4', '5-4', '5-5', '6-5', '6-6', '6-7', '7-7', '8-7', '9-7', '9-8', '10-8', '11-8', '12-8', '13-8', '14-8', '15-8', '16-8', '17-8', '17-9', '18-9', '18-10', '19-10', '19-11', '19-12', '19-13', '20-13', '21-13']",None,None,None,None,[]
GWANGJU Korea Masters 2018,Gwangju,Korea,None,HSBC BWF World Tour Super 300,MS,Quarter final,2,3,False,None,None,None,Joo Ven Soong,Sitthikom Thammasin,MAS,THA,52,58,5,8,2,3,5,4,0,2,"['0-0', '1-0', '2-0', '2-1', '2-2', '2-3', '3-3', '3-4', '3-5', '4-5', '4-6', '5-6', '5-7', '6-7', '6-8', '6-9', '7-9', '7-10', '7-11', '7-12', '7-13', '8-13', '9-13', '9-14', '9-15', '10-15', '11-15', '12-15', '13-15', '14-15', '14-16', '14-17', '15-17', '15-18', '15-19', '15-20', '16-20', '16-21']",3.0,3.0,2.0,0.0,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '1-5', '2-5', '3-5', '4-5', '4-6', '4-7', '4-8', '5-8', '5-9', '6-9', '7-9', '8-9', '8-10', '9-10', '9-11', '10-11', '11-11', '12-11', '12-12', '12-13', '13-13', '14-13', '15-13', '15-14', '16-14', '17-14', '17-15', '18-15', '19-15', '20-15', '20-16', '21-16']",2.0,8.0,0.0,1.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '3-3', '3-4', '4-4', '5-4', '5-5', '6-5', '7-5', '7-6', '7-7', '7-8', '7-9', '7-10', '7-11', '7-12', '7-13', '8-13', '8-14', '9-14', '9-15', '10-15', '11-15', '11-16', '12-16', '13-16', '13-17', '13-18', '14-18', '14-19', '15-19', '15-20', '15-21']"
GWANGJU Korea Masters 2018,Gwangju,Korea,None,HSBC BWF World Tour Super 300,MS,Quarter final,2,2,False,None,None,None,Chia Hung Lu,Cheuk Yiu Lee,TPE,HKG,24,42,3,6,0,2,2,6,0,1,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '3-3', '4-3', '4-4', '4-5', '4-6', '5-6', '5-7', '6-7', '6-8', '6-9', '6-10', '6-11', '6-12', '6-13', '7-13', '8-13', '8-14', '8-15', '9-15', '9-16', '9-17', '10-17', '10-18', '11-18', '11-19', '11-20', '11-21']",3.0,4.0,0.0,1.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '4-1', '4-2', '4-3', '5-3', '6-3', '6-4', '6-5', '6-6', '6-7', '7-7', '7-8', '8-8', '8-9', '9-9', '9-10', '9-11', '9-12', '9-13', '10-13', '10-14', '11-14', '11-15', '11-16', '11-17', '11-18', '12-18', '12-19', '13-19', '13-20', '13-21']",None,None,None,None,[]
