tournament,city,country,date,tournament_type,discipline,round,winner,nb_sets,retired,game_1_score,game_2_score,game_3_score,team_one_players,team_two_players,team_one_nationalities,team_two_nationalities,team_one_total_points,team_two_total_points,team_one_most_consecutive_points,team_two_most_consecutive_points,team_one_game_points,team_two_game_points,team_one_most_consecutive_points_game_1,team_two_most_consecutive_points_game_1,team_one_game_points_game_1,team_two_game_points_game_1,game_1_scores,team_one_most_consecutive_points_game_2,team_two_most_consecutive_points_game_2,team_one_game_points_game_2,team_two_game_points_game_2,game_2_scores,team_one_most_consecutive_points_game_3,team_two_most_consecutive_points_game_3,team_one_game_points_game_3,team_two_game_points_game_3,game_3_scores
GWANGJU Korea Masters 2018,Gwangju,Korea,2018-01-12 00:00:00,HSBC BWF World Tour Super 300,MS,Semi final,1,2,False,None,None,None,Wan Ho Son,Cheuk Yiu Lee,KOR,HKG,42,33,8,4,2,0,5,3,1,0,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '2-4', '3-4', '3-5', '4-5', '5-5', '6-5', '7-5', '8-5', '8-6', '8-7', '9-7', '10-7', '10-8', '11-8', '12-8', '12-9', '13-9', '13-10', '13-11', '14-11', '14-12', '14-13', '15-13', '16-13', '16-14', '16-15', '17-15', '17-16', '18-16', '19-16', '19-17', '19-18', '19-19', '20-19', '21-19']",8.0,4.0,1.0,0.0,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2', '3-3', '4-3', '4-4', '5-4', '5-5', '6-5', '6-6', '7-6', '8-6', '9-6', '9-7', '9-8', '9-9', '9-10', '10-10', '11-10', '12-10', '13-10', '13-11', '13-12', '13-13', '13-14', '14-14', '15-14', '16-14', '17-14', '18-14', '19-14', '20-14', '21-14']",None,None,None,None,[]
GWANGJU Korea Masters 2018,Gwangju,Korea,2018-01-12 00:00:00,HSBC BWF World Tour Super 300,MS,Semi final,0,1,True,None,None,None,Zii Jia Lee,Sitthikom Thammasin,MAS,THA,4,1,3,1,0,0,3,1,0,0,"['0-0', '1-0', '1-1', '2-1', '3-1', '4-1']",None,None,None,None,nan,None,None,None,None,nan
GWANGJU Korea Masters 2018,Gwangju,Korea,2018-02-12 00:00:00,HSBC BWF World Tour Super 300,MS,Final,1,2,False,None,None,None,Wan Ho Son,Zii Jia Lee,KOR,MAS,42,27,7,5,2,0,6,5,1,0,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '2-4', '3-4', '4-4', '5-4', '6-4', '7-4', '7-5', '8-5', '9-5', '10-5', '11-5', '11-6', '12-6', '13-6', '14-6', '14-7', '15-7', '15-8', '15-9', '15-10', '16-10', '17-10', '17-11', '18-11', '18-12', '18-13', '18-14', '18-15', '18-16', '19-16', '20-16', '21-16']",7.0,4.0,1.0,0.0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '4-2', '5-2', '5-3', '5-4', '6-4', '7-4', '8-4', '9-4', '10-4', '11-4', '12-4', '12-5', '12-6', '13-6', '14-6', '15-6', '16-6', '17-6', '18-6', '18-7', '18-8', '18-9', '18-10', '19-10', '19-11', '20-11', '21-11']",None,None,None,None,[]
HSBC BWF World Tour Finals 2018,Guangzhou,China,2018-12-12 00:00:00,HSBC BWF World Tour Finals,MS,Round 1,1,2,False,None,None,None,Kento MOMOTA,Sameer VERMA,JPN,IND,42,24,8,4,6,0,5,4,5,0,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '4-2', '4-3', '5-3', '6-3', '7-3', '7-4', '8-4', '9-4', '10-4', '11-4', '12-4', '12-5', '12-6', '12-7', '13-7', '13-8', '14-8', '15-8', '16-8', '16-9', '17-9', '17-10', '17-11', '17-12', '18-12', '18-13', '18-14', '19-14', '20-14', '20-15', '20-16', '20-17', '20-18', '21-18']",8.0,2.0,1.0,0.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '5-2', '6-2', '7-2', '8-2', '9-2', '10-2', '11-2', '11-3', '11-4', '12-4', '13-4', '14-4', '15-4', '16-4', '17-4', '17-5', '18-5', '18-6', '19-6', '20-6', '21-6']",None,None,None,None,[]
HSBC BWF World Tour Finals 2018,Guangzhou,China,2018-12-12 00:00:00,HSBC BWF World Tour Finals,MS,Round 1,1,3,False,None,None,None,Yuqi SHI,Wan Ho SON,CHN,KOR,58,48,8,8,4,1,3,6,0,1,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '2-4', '3-4', '4-4', '5-4', '5-5', '6-5', '7-5', '7-6', '8-6', '9-6', '9-7', '10-7', '11-7', '11-8', '12-8', '13-8', '13-9', '13-10', '13-11', '13-12', '13-13', '13-14', '14-14', '15-14', '15-15', '16-15', '16-16', '16-17', '16-18', '16-19', '16-20', '16-21']",4.0,3.0,3.0,0.0,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2', '3-3', '3-4', '3-5', '4-5', '4-6', '4-7', '5-7', '6-7', '6-8', '7-8', '7-9', '7-10', '7-11', '8-11', '9-11', '10-11', '10-12', '11-12', '12-12', '13-12', '13-13', '13-14', '14-14', '15-14', '15-15', '15-16', '16-16', '17-16', '18-16', '19-16', '19-17', '20-17', '20-18', '20-19', '21-19']",8.0,2.0,1.0,0.0,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '2-4', '3-4', '4-4', '5-4', '6-4', '6-5', '6-6', '7-6', '8-6', '9-6', '10-6', '11-6', '12-6', '13-6', '14-6', '14-7', '14-8', '15-8', '16-8', '17-8', '18-8', '19-8', '20-8', '21-8']"
HSBC BWF World Tour Finals 2018,Guangzhou,China,2018-12-12 00:00:00,HSBC BWF World Tour Finals,MS,Round 1,1,3,False,None,None,None,Tien Chen CHOU,Anthony Sinisuka GINTING,TPE,INA,59,57,7,5,5,2,3,5,0,2,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '3-3', '3-4', '3-5', '3-6', '4-6', '5-6', '6-6', '6-7', '7-7', '8-7', '8-8', '9-8', '9-9', '9-10', '9-11', '10-11', '10-12', '11-12', '12-12', '12-13', '12-14', '13-14', '14-14', '15-14', '15-15', '15-16', '15-17', '15-18', '15-19', '16-19', '16-20', '17-20', '17-21']",7.0,5.0,4.0,0.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '4-2', '5-2', '6-2', '6-3', '6-4', '7-4', '7-5', '7-6', '7-7', '8-7', '9-7', '10-7', '11-7', '11-8', '11-9', '11-10', '11-11', '11-12', '12-12', '13-12', '14-12', '15-12', '16-12', '17-12', '18-12', '18-13', '18-14', '18-15', '19-15', '20-15', '20-16', '20-17', '20-18', '21-18']",5.0,4.0,1.0,0.0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '3-3', '3-4', '3-5', '4-5', '5-5', '6-5', '7-5', '7-6', '7-7', '8-7', '9-7', '10-7', '10-8', '10-9', '10-10', '10-11', '11-11', '11-12', '12-12', '13-12', '13-13', '14-13', '14-14', '15-14', '16-14', '17-14', '18-14', '19-14', '19-15', '19-16', '19-17', '19-18', '20-18', '21-18']"
HSBC BWF World Tour Finals 2018,Guangzhou,China,2018-12-12 00:00:00,HSBC BWF World Tour Finals,MS,Round 1,1,3,False,None,None,None,Tommy SUGIARTO,Kantaphon WANGCHAROEN,INA,THA,60,50,4,4,3,1,3,3,1,0,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '2-4', '3-4', '3-5', '3-6', '3-7', '4-7', '4-8', '5-8', '6-8', '7-8', '7-9', '8-9', '9-9', '10-9', '10-10', '11-10', '12-10', '13-10', '13-11', '14-11', '14-12', '15-12', '15-13', '16-13', '17-13', '17-14', '18-14', '18-15', '18-16', '19-16', '19-17', '19-18', '20-18', '21-18']",3.0,3.0,0.0,1.0,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '2-4', '3-4', '3-5', '3-6', '4-6', '4-7', '4-8', '4-9', '5-9', '6-9', '6-10', '7-10', '8-10', '8-11', '8-12', '9-12', '9-13', '9-14', '10-14', '11-14', '12-14', '12-15', '13-15', '14-15', '14-16', '15-16', '15-17', '16-17', '16-18', '17-18', '18-18', '18-19', '18-20', '18-21']",4.0,2.0,2.0,0.0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '4-2', '5-2', '5-3', '6-3', '7-3', '8-3', '8-4', '9-4', '9-5', '10-5', '11-5', '12-5', '13-5', '13-6', '13-7', '14-7', '15-7', '15-8', '16-8', '17-8', '17-9', '18-9', '19-9', '19-10', '20-10', '20-11', '21-11']"
HSBC BWF World Tour Finals 2018,Guangzhou,China,None,HSBC BWF World Tour Finals,MS,Round 2,2,2,False,None,None,None,Tommy SUGIARTO,Sameer VERMA,INA,IND,23,42,3,9,0,2,3,5,0,1,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '3-3', '4-3', '4-4', '4-5', '5-5', '6-5', '6-6', '6-7', '6-8', '6-9', '6-10', '7-10', '7-11', '8-11', '8-12', '9-12', '9-13', '10-13', '11-13', '11-14', '12-14', '12-15', '13-15', '13-16', '14-16', '14-17', '15-17', '16-17', '16-18', '16-19', '16-20', '16-21']",2.0,9.0,0.0,1.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '3-3', '4-3', '5-3', '5-4', '5-5', '5-6', '5-7', '6-7', '6-8', '6-9', '6-10', '6-11', '6-12', '6-13', '6-14', '6-15', '6-16', '7-16', '7-17', '7-18', '7-19', '7-20', '7-21']",None,None,None,None,[]
HSBC BWF World Tour Finals 2018,Guangzhou,China,None,HSBC BWF World Tour Finals,MS,Round 2,1,2,False,None,None,None,Yuqi SHI,Anthony Sinisuka GINTING,CHN,INA,42,27,6,3,2,0,6,2,1,0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '3-3', '4-3', '5-3', '5-4', '6-4', '6-5', '7-5', '8-5', '9-5', '10-5', '11-5', '11-6', '12-6', '13-6', '14-6', '15-6', '16-6', '17-6', '17-7', '18-7', '18-8', '19-8', '20-8', '21-8']",5.0,3.0,1.0,0.0,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '3-3', '4-3', '5-3', '5-4', '5-5', '5-6', '6-6', '7-6', '7-7', '7-8', '7-9', '8-9', '8-10', '8-11', '9-11', '10-11', '10-12', '10-13', '10-14', '11-14', '12-14', '13-14', '14-14', '15-14', '15-15', '16-15', '17-15', '17-16', '17-17', '17-18', '18-18', '18-19', '19-19', '20-19', '21-19']",None,None,None,None,[]
HSBC BWF World Tour Finals 2018,Guangzhou,China,None,HSBC BWF World Tour Finals,MS,Round 2,1,2,False,None,None,None,Kento MOMOTA,Kantaphon WANGCHAROEN,JPN,THA,42,22,7,4,2,0,6,4,1,0,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '3-3', '4-3', '5-3', '5-4', '6-4', '6-5', '7-5', '7-6', '7-7', '7-8', '7-9', '8-9', '8-10', '8-11', '9-11', '10-11', '10-12', '11-12', '12-12', '13-12', '14-12', '15-12', '16-12', '16-13', '16-14', '17-14', '17-15', '18-15', '19-15', '20-15', '21-15']",7.0,2.0,1.0,0.0,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '3-3', '4-3', '4-4', '5-4', '5-5', '6-5', '7-5', '8-5', '8-6', '9-6', '10-6', '11-6', '12-6', '13-6', '14-6', '14-7', '15-7', '16-7', '17-7', '18-7', '19-7', '20-7', '21-7']",None,None,None,None,[]
HSBC BWF World Tour Finals 2018,Guangzhou,China,None,HSBC BWF World Tour Finals,MS,Round 2,2,3,False,None,None,None,Tien Chen CHOU,Wan Ho SON,TPE,KOR,46,60,3,4,1,4,3,3,1,0,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '3-3', '4-3', '4-4', '4-5', '5-5', '6-5', '7-5', '7-6', '7-7', '8-7', '8-8', '9-8', '9-9', '9-10', '10-10', '11-10', '12-10', '12-11', '12-12', '12-13', '13-13', '13-14', '14-14', '15-14', '16-14', '16-15', '16-16', '16-17', '17-17', '18-17', '19-17', '19-18', '20-18', '21-18']",2.0,4.0,0.0,3.0,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '2-4', '2-5', '2-6', '3-6', '4-6', '4-7', '4-8', '4-9', '5-9', '6-9', '6-10', '6-11', '7-11', '7-12', '8-12', '8-13', '8-14', '8-15', '8-16', '9-16', '9-17', '9-18', '9-19', '9-20', '10-20', '11-20', '11-21']",3.0,4.0,0.0,1.0,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '2-4', '3-4', '4-4', '4-5', '4-6', '4-7', '4-8', '5-8', '5-9', '5-10', '6-10', '6-11', '6-12', '7-12', '8-12', '8-13', '9-13', '9-14', '10-14', '11-14', '12-14', '12-15', '13-15', '13-16', '13-17', '13-18', '14-18', '14-19', '14-20', '14-21']"
HSBC BWF World Tour Finals 2018,Guangzhou,China,None,HSBC BWF World Tour Finals,MS,Round 3,2,2,False,None,None,None,Tien Chen CHOU,Yuqi SHI,TPE,CHN,36,42,4,5,0,2,4,3,0,1,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '1-5', '2-5', '2-6', '2-7', '3-7', '4-7', '4-8', '5-8', '5-9', '5-10', '6-10', '7-10', '8-10', '9-10', '9-11', '9-12', '10-12', '11-12', '11-13', '11-14', '12-14', '13-14', '13-15', '14-15', '15-15', '15-16', '16-16', '16-17', '16-18', '17-18', '17-19', '17-20', '17-21']",3.0,5.0,0.0,1.0,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '4-2', '4-3', '4-4', '5-4', '6-4', '6-5', '6-6', '7-6', '8-6', '8-7', '8-8', '9-8', '10-8', '10-9', '10-10', '10-11', '11-11', '12-11', '12-12', '13-12', '14-12', '14-13', '15-13', '15-14', '15-15', '15-16', '15-17', '15-18', '16-18', '17-18', '18-18', '18-19', '19-19', '19-20', '19-21']",None,None,None,None,[]
HSBC BWF World Tour Finals 2018,Guangzhou,China,None,HSBC BWF World Tour Finals,MS,Round 3,1,2,False,None,None,None,Kento MOMOTA,Tommy SUGIARTO,JPN,INA,42,22,12,3,2,0,5,3,1,0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '3-3', '3-4', '4-4', '4-5', '5-5', '5-6', '5-7', '5-8', '6-8', '6-9', '7-9', '8-9', '8-10', '8-11', '9-11', '10-11', '11-11', '11-12', '12-12', '13-12', '14-12', '14-13', '15-13', '16-13', '16-14', '17-14', '18-14', '19-14', '20-14', '21-14']",7.0,2.0,1.0,0.0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '6-0', '7-0', '7-1', '8-1', '9-1', '10-1', '11-1', '11-2', '12-2', '12-3', '13-3', '14-3', '15-3', '16-3', '16-4', '17-4', '17-5', '17-6', '18-6', '19-6', '19-7', '19-8', '20-8', '21-8']",None,None,None,None,[]
HSBC BWF World Tour Finals 2018,Guangzhou,China,None,HSBC BWF World Tour Finals,MS,Round 3,1,2,False,None,None,None,Wan Ho SON,Anthony Sinisuka GINTING,KOR,INA,42,21,9,3,2,0,5,3,1,0,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '3-3', '4-3', '4-4', '5-4', '6-4', '7-4', '8-4', '9-4', '9-5', '10-5', '11-5', '11-6', '12-6', '12-7', '13-7', '14-7', '14-8', '14-9', '14-10', '15-10', '16-10', '16-11', '17-11', '18-11', '19-11', '20-11', '21-11']",9.0,2.0,1.0,0.0,"['0-0', '0-1', '0-2', '1-2', '1-3', '2-3', '3-3', '3-4', '4-4', '5-4', '6-4', '6-5', '6-6', '7-6', '7-7', '7-8', '8-8', '8-9', '9-9', '10-9', '11-9', '12-9', '12-10', '13-10', '14-10', '15-10', '16-10', '17-10', '18-10', '19-10', '20-10', '21-10']",None,None,None,None,[]
HSBC BWF World Tour Finals 2018,Guangzhou,China,None,HSBC BWF World Tour Finals,MS,Round 3,2,2,False,None,None,None,Kantaphon WANGCHAROEN,Sameer VERMA,THA,IND,27,42,5,9,0,3,3,5,0,1,"['0-0', '1-0', '2-0', '3-0', '3-1', '3-2', '3-3', '4-3', '4-4', '4-5', '4-6', '5-6', '5-7', '5-8', '5-9', '6-9', '6-10', '6-11', '6-12', '7-12', '8-12', '8-13', '8-14', '8-15', '8-16', '9-16', '9-17', '9-18', '9-19', '9-20', '9-21']",5.0,4.0,0.0,2.0,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '1-5', '1-6', '1-7', '2-7', '3-7', '4-7', '4-8', '5-8', '6-8', '7-8', '8-8', '9-8', '9-9', '9-10', '10-10', '10-11', '10-12', '10-13', '11-13', '11-14', '11-15', '12-15', '12-16', '13-16', '13-17', '13-18', '14-18', '14-19', '15-19', '16-19', '17-19', '17-20', '18-20', '18-21']",None,None,None,None,[]
HSBC BWF World Tour Finals 2018,Guangzhou,China,None,HSBC BWF World Tour Finals,MS,Semi final,1,3,False,None,None,None,Yuqi SHI,Sameer VERMA,CHN,IND,55,58,7,7,5,2,3,5,0,1,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '4-2', '4-3', '5-3', '5-4', '6-4', '6-5', '6-6', '6-7', '7-7', '8-7', '8-8', '8-9', '8-10', '9-10', '10-10', '10-11', '10-12', '10-13', '10-14', '11-14', '11-15', '11-16', '12-16', '12-17', '12-18', '12-19', '12-20', '12-21']",4.0,7.0,1.0,1.0,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '4-2', '5-2', '6-2', '6-3', '7-3', '8-3', '8-4', '8-5', '8-6', '8-7', '8-8', '8-9', '8-10', '9-10', '9-11', '10-11', '10-12', '11-12', '11-13', '11-14', '12-14', '13-14', '14-14', '14-15', '15-15', '15-16', '16-16', '17-16', '17-17', '18-17', '19-17', '19-18', '19-19', '19-20', '20-20', '21-20', '22-20']",5.0,3.0,4.0,0.0,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '5-1', '5-2', '6-2', '6-3', '6-4', '7-4', '7-5', '7-6', '8-6', '9-6', '9-7', '9-8', '9-9', '10-9', '11-9', '12-9', '13-9', '14-9', '14-10', '15-10', '16-10', '16-11', '16-12', '17-12', '17-13', '18-13', '18-14', '19-14', '20-14', '20-15', '20-16', '20-17', '21-17']"
HSBC BWF World Tour Finals 2018,Guangzhou,China,None,HSBC BWF World Tour Finals,MS,Semi final,2,2,False,None,None,None,Wan Ho SON,Kento MOMOTA,KOR,JPN,26,42,3,5,0,3,3,5,0,1,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '3-3', '3-4', '3-5', '4-5', '4-6', '5-6', '5-7', '5-8', '5-9', '5-10', '5-11', '6-11', '7-11', '7-12', '8-12', '8-13', '9-13', '9-14', '9-15', '9-16', '10-16', '10-17', '11-17', '11-18', '12-18', '13-18', '14-18', '14-19', '14-20', '14-21']",2.0,4.0,0.0,2.0,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '2-4', '3-4', '3-5', '4-5', '4-6', '4-7', '5-7', '5-8', '6-8', '6-9', '6-10', '7-10', '8-10', '8-11', '8-12', '8-13', '8-14', '9-14', '9-15', '9-16', '10-16', '10-17', '10-18', '11-18', '11-19', '11-20', '12-20', '12-21']",None,None,None,None,[]
HSBC BWF World Tour Finals 2018,Guangzhou,China,None,HSBC BWF World Tour Finals,MS,Final,1,2,False,None,None,None,Yuqi SHI,Kento MOMOTA,CHN,JPN,42,23,7,3,2,0,6,3,1,0,"['0-0', '1-0', '2-0', '3-0', '3-1', '3-2', '3-3', '4-3', '5-3', '6-3', '7-3', '8-3', '8-4', '8-5', '8-6', '9-6', '9-7', '10-7', '11-7', '12-7', '13-7', '14-7', '15-7', '15-8', '16-8', '16-9', '16-10', '17-10', '18-10', '19-10', '19-11', '19-12', '20-12', '21-12']",7.0,3.0,1.0,0.0,"['0-0', '1-0', '2-0', '3-0', '3-1', '3-2', '3-3', '4-3', '5-3', '6-3', '6-4', '6-5', '7-5', '8-5', '9-5', '10-5', '10-6', '11-6', '11-7', '11-8', '11-9', '12-9', '12-10', '13-10', '14-10', '15-10', '16-10', '17-10', '18-10', '19-10', '19-11', '20-11', '21-11']",None,None,None,None,[]
PRINCESS SIRIVANNAVARI Thailand Masters 2019,Bangkok,Thailand,2019-08-01 00:00:00,HSBC BWF World Tour Super 300,MS,Qualification round of 16,2,2,False,None,None,None,Pengbo Ren,Pannawit Thongnuam,CHN,THA,41,45,5,6,4,3,4,4,2,2,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '1-5', '1-6', '1-7', '2-7', '2-8', '2-9', '3-9', '4-9', '4-10', '4-11', '5-11', '6-11', '7-11', '7-12', '8-12', '9-12', '9-13', '10-13', '10-14', '11-14', '12-14', '13-14', '13-15', '14-15', '15-15', '15-16', '16-16', '17-16', '18-16', '19-16', '19-17', '19-18', '20-18', '20-19', '20-20', '20-21', '21-21', '21-22', '21-23']",5.0,4.0,2.0,1.0,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '2-4', '3-4', '3-5', '4-5', '5-5', '5-6', '5-7', '5-8', '6-8', '6-9', '6-10', '7-10', '8-10', '8-11', '8-12', '9-12', '10-12', '11-12', '12-12', '13-12', '13-13', '13-14', '14-14', '15-14', '16-14', '16-15', '17-15', '18-15', '18-16', '19-16', '19-17', '19-18', '20-18', '20-19', '20-20', '20-21', '20-22']",None,None,None,None,[]
PRINCESS SIRIVANNAVARI Thailand Masters 2019,Bangkok,Thailand,2019-08-01 00:00:00,HSBC BWF World Tour Super 300,MS,Qualification round of 16,2,2,False,None,None,None,Chao Yu Kan,Adulrach Namkul,TPE,THA,29,42,4,6,0,2,2,4,0,1,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '1-5', '1-6', '2-6', '3-6', '3-7', '3-8', '3-9', '4-9', '5-9', '5-10', '6-10', '6-11', '7-11', '8-11', '8-12', '8-13', '9-13', '9-14', '10-14', '10-15', '10-16', '10-17', '10-18', '11-18', '12-18', '12-19', '13-19', '13-20', '13-21']",4.0,4.0,0.0,1.0,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '2-4', '2-5', '3-5', '3-6', '3-7', '3-8', '4-8', '4-9', '4-10', '5-10', '5-11', '6-11', '6-12', '6-13', '7-13', '7-14', '8-14', '8-15', '9-15', '10-15', '10-16', '11-16', '12-16', '13-16', '14-16', '14-17', '15-17', '16-17', '16-18', '16-19', '16-20', '16-21']",None,None,None,None,[]
PRINCESS SIRIVANNAVARI Thailand Masters 2019,Bangkok,Thailand,2019-08-01 00:00:00,HSBC BWF World Tour Super 300,MS,Qualification round of 16,2,2,False,None,None,None,Maxime Moreels,Haichao Liu,BEL,CHN,29,42,5,5,0,2,5,4,0,1,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '3-3', '3-4', '3-5', '3-6', '4-6', '4-7', '4-8', '5-8', '5-9', '5-10', '6-10', '6-11', '6-12', '7-12', '7-13', '8-13', '9-13', '9-14', '10-14', '11-14', '12-14', '13-14', '14-14', '14-15', '14-16', '14-17', '15-17', '16-17', '16-18', '16-19', '17-19', '17-20', '17-21']",2.0,5.0,0.0,1.0,"['0-0', '0-1', '0-2', '1-2', '1-3', '2-3', '2-4', '3-4', '3-5', '4-5', '4-6', '5-6', '5-7', '5-8', '6-8', '7-8', '7-9', '8-9', '8-10', '8-11', '8-12', '8-13', '8-14', '9-14', '9-15', '10-15', '11-15', '11-16', '11-17', '12-17', '12-18', '12-19', '12-20', '12-21']",None,None,None,None,[]
PRINCESS SIRIVANNAVARI Thailand Masters 2019,Bangkok,Thailand,2019-08-01 00:00:00,HSBC BWF World Tour Super 300,MS,Qualification round of 16,2,2,False,None,None,None,Feixiang Sun,Kean Yew Loh,CHN,SGP,26,42,3,5,0,2,3,4,0,1,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '4-2', '5-2', '6-2', '6-3', '7-3', '7-4', '7-5', '8-5', '8-6', '8-7', '8-8', '8-9', '9-9', '9-10', '9-11', '9-12', '9-13', '10-13', '11-13', '11-14', '11-15', '12-15', '12-16', '12-17', '13-17', '14-17', '14-18', '15-18', '15-19', '16-19', '16-20', '16-21']",3.0,5.0,0.0,1.0,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '1-5', '2-5', '2-6', '2-7', '2-8', '2-9', '3-9', '3-10', '4-10', '4-11', '4-12', '4-13', '5-13', '6-13', '7-13', '7-14', '8-14', '8-15', '8-16', '8-17', '9-17', '9-18', '9-19', '10-19', '10-20', '10-21']",None,None,None,None,[]
PRINCESS SIRIVANNAVARI Thailand Masters 2019,Bangkok,Thailand,2019-08-01 00:00:00,HSBC BWF World Tour Super 300,MS,Qualification round of 16,1,3,False,None,None,None,Koki Watanabe,Kantawat Leelavechabutr,JPN,THA,60,51,6,5,3,1,5,4,1,0,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '3-3', '4-3', '5-3', '5-4', '5-5', '6-5', '7-5', '8-5', '8-6', '9-6', '10-6', '11-6', '12-6', '13-6', '13-7', '14-7', '14-8', '14-9', '14-10', '14-11', '15-11', '15-12', '15-13', '16-13', '16-14', '17-14', '18-14', '18-15', '18-16', '19-16', '19-17', '20-17', '21-17']",3.0,3.0,0.0,1.0,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '4-2', '4-3', '5-3', '6-3', '6-4', '6-5', '7-5', '8-5', '9-5', '9-6', '10-6', '11-6', '11-7', '11-8', '12-8', '12-9', '13-9', '13-10', '14-10', '14-11', '15-11', '15-12', '15-13', '15-14', '16-14', '16-15', '16-16', '17-16', '17-17', '17-18', '17-19', '18-19', '18-20', '18-21']",6.0,5.0,2.0,0.0,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2', '4-2', '5-2', '6-2', '6-3', '6-4', '6-5', '6-6', '6-7', '7-7', '7-8', '8-8', '9-8', '10-8', '11-8', '11-9', '12-9', '13-9', '14-9', '15-9', '16-9', '16-10', '16-11', '17-11', '18-11', '19-11', '19-12', '20-12', '20-13', '21-13']"
PRINCESS SIRIVANNAVARI Thailand Masters 2019,Bangkok,Thailand,2019-08-01 00:00:00,HSBC BWF World Tour Super 300,MS,Qualification round of 16,1,3,False,None,None,None,Elias Bracke,Xiaodong Sheng,BEL,CAN,58,60,5,6,3,3,2,6,0,2,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '3-3', '3-4', '4-4', '5-4', '5-5', '6-5', '6-6', '6-7', '6-8', '6-9', '7-9', '7-10', '8-10', '8-11', '8-12', '8-13', '8-14', '8-15', '8-16', '9-16', '9-17', '10-17', '10-18', '11-18', '12-18', '12-19', '13-19', '13-20', '14-20', '14-21']",5.0,4.0,2.0,1.0,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '2-4', '2-5', '3-5', '3-6', '3-7', '4-7', '4-8', '5-8', '5-9', '5-10', '6-10', '7-10', '7-11', '7-12', '8-12', '9-12', '9-13', '10-13', '10-14', '10-15', '11-15', '12-15', '13-15', '14-15', '15-15', '15-16', '15-17', '16-17', '16-18', '17-18', '17-19', '18-19', '19-19', '20-19', '20-20', '20-21', '21-21', '22-21', '23-21']",4.0,5.0,1.0,0.0,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '3-3', '4-3', '4-4', '4-5', '4-6', '4-7', '5-7', '6-7', '7-7', '8-7', '8-8', '9-8', '9-9', '9-10', '9-11', '9-12', '9-13', '10-13', '11-13', '12-13', '13-13', '13-14', '13-15', '14-15', '15-15', '15-16', '16-16', '17-16', '17-17', '17-18', '18-18', '19-18', '20-18', '21-18']"
